"logFC","AveExpr","t","P.Value","adj.P.Val","B","gene_symbol"
-3.627648,3.536233,-26.3821333531249,0.000549006483958081,0.0491027855797455,1.06344335757776,"TEC"
-1.053301,1.517185,-26.2695229805703,0.000554595597702638,0.0491027855797455,1.05167321761467,"SLC4A8"
-4.979814,8.999565,-26.2529899899094,0.00055542296358418,0.0491027855797455,1.04993941928925,"SLC16A8"
-1.905266,3.7780245,-26.0647797675978,0.000564966444814995,0.0491644265311012,1.03009733378966,"IQCH"
1.1659325,3.44495125,25.9176120251182,0.00057259183682985,0.0493281776026397,1.01444694324276,"PCDHGA11"
-3.5469295,2.16616125,-25.6164195388738,0.000588660163753745,0.0496190429151505,0.982041204976531,"MOB3C"
-4.95700899999999,20.7357985,-25.4117635963915,0.000599946025405724,0.0496190429151505,0.959729245410047,"ENKD1"
-1.213444,0.714655,-25.262835877508,0.000608352811348913,0.0496190429151505,0.943341545311174,"FAM163A"
3.0881725,7.25247375,25.2480843041626,0.000609194607768547,0.0496190429151505,0.941711309596378,"VPS13B"
-1.906466,0.968711,-25.1844373628774,0.000612845639589267,0.0496190429151505,0.934662961750574,"NR2E1"
2.129624,4.551465,25.0820488215363,0.000618784545639114,0.0496190429151505,0.923274504461832,"ANKRD33B"
2.6520245,3.22786625,24.8925138715382,0.000629995902063338,0.0498213556143448,0.902029357309177,"ZNF804A"
-0.987218,0.8679815,-24.8431657011198,0.00063296223890454,0.0498333777441611,0.896462721161777,"WNT7B"
-1.3144505,5.36836225,-24.8082842395799,0.000635070953716649,0.0498333777441611,0.89251915490718,"CHRNA3"
-1.715141,1.279568,-24.7086610433774,0.000641148764812655,0.0500473617007089,0.88121570659977,"DEGS2"
-1.579381,1.863724,-24.5059353205534,0.000653774290012968,0.0500473617007089,0.858027518724755,"ACVR1C"
1.2047935,19.47169025,24.3920641577595,0.00066102135585737,0.0501463983282175,0.844891817522507,"ZNF839"
3.3274055,13.64786125,23.9372981841727,0.000691130381641624,0.0506928422701038,0.791620521632158,"TNFRSF21"
-1.796046,1.2647335,-23.6775305674711,0.000709209147900862,0.0506928422701038,0.760596210324739,"PRSS8"
3.325021,9.0999775,23.626606618656,0.000712831814934467,0.0506928422701038,0.754462553687194,"GDAP2"
-1.0661825,1.02970275,-23.2663165216276,0.000739229122177777,0.0509223442440706,0.710573158598175,"HOXD1"
-1.501158,1.9316095,-22.9999683680021,0.000759644521684578,0.0510778083743132,0.67756143489574,"SPX"
-0.697296,1.0700685,-22.7786984548889,0.00077721878467329,0.0510778083743132,0.64976239675792,"LRIT3"
-2.2102515,3.44907775,-22.726979184698,0.000781409697532759,0.0510778083743132,0.643214975933434,"FAXDC2"
4.0395835,21.07076925,22.6961973711734,0.000783919251480773,0.0510778083743132,0.639309122771859,"LYRM1"
-2.328229,16.3341385,-22.5954071281561,0.000792216934034792,0.0510778083743132,0.626472688214005,"POLD4"
3.33545849999999,21.08522525,22.539414713157,0.000796880539846613,0.0511616052646235,0.619310118154662,"UBE2H"
-1.8243,0.9606575,-22.3764628089336,0.000810676656790888,0.0511616052646235,0.598336118557439,"PCK1"
1.062677,2.2668965,22.2467672486338,0.000821900750232072,0.0512139100232864,0.581503917873453,"GRIN2C"
-1.5988455,1.32109775,-22.0694982081753,0.000837601990467114,0.0512139100232864,0.558296001879679,"TMEM178A"
2.4415985,9.95275925,21.9954474132374,0.000844287129745594,0.0512139100232864,0.548531669681424,"KIF24"
-1.70408,1.4336465,-21.9420826669144,0.000849151833566391,0.0513166533449301,0.541469325747933,"SALL4"
-1.2412555,1.64589025,-21.779033741884,0.000864264218424179,0.0516136551681342,0.519756933669159,"BOK"
-4.5641345,3.15660325,-21.6760787125596,0.000874004066493369,0.0518269225970022,0.505941721919642,"PRR15"
4.5842855,19.37095825,21.6602499940897,0.000875515313814509,0.0518269225970022,0.503810433818781,"CAND2"
-2.0904355,5.54363175,-21.4290356581414,0.000898019841641772,0.052092870183489,0.472454661094208,"TMEM74"
4.731476,6.508731,21.1212636751801,0.000929270525515415,0.0531442988391514,0.430057067248756,"PPP2R2C"
4.688202,10.864304,21.078287715219,0.000933756610520117,0.0532129699744767,0.424075887198176,"TRAM2"
-2.885744,5.8139755,-20.7356759756368,0.000970645284890783,0.0538375720345587,0.375847559190881,"NES"
3.265277,6.3209235,20.419455789842,0.001006555410583,0.0544493715902224,0.330456015031611,"SPDYE2"
4.301445,27.205372,20.373955681098,0.00101187701405408,0.0544493715902224,0.323853874981564,"AMMECR1L"
-3.920879,2.153328,-20.1693549149948,0.00103630700089346,0.0550899321881689,0.293941803674524,"TCL1B"
-3.225565,5.1332105,-20.1432503197481,0.00103948402548187,0.0550899321881689,0.290098776078473,"INCA1"
-3.146976,4.809733,-19.9812825254742,0.00105950851960381,0.0557136363100757,0.266118222958802,"SPAG4"
4.2313885,21.57817625,19.9393887431667,0.00106477701539457,0.0558456235146711,0.259877067860222,"RBBP5"
-1.2940175,1.27700575,-19.6903454905826,0.00109687716160406,0.0560431230758206,0.222444708695667,"PDE2A"
-2.8512865,1.48415525,-19.4857915026172,0.00112427990695404,0.0568605366380828,0.191268804182274,"CNKSR2"
-2.1735125,10.20860025,-19.4695446450371,0.00112649788968717,0.0568605366380828,0.188775741551032,"GANC"
-1.834905,0.97741,-19.3210109214815,0.00114706636180757,0.056921035921449,0.165866786100121,"ZMYND15"
1.462422,8.452705,19.2565392000097,0.00115616029362881,0.056921035921449,0.155857137837835,"KDM7A"
2.044614,3.937368,19.2022866027433,0.00116389226323213,0.056921035921449,0.147402891745951,"STOX1"
-1.3493785,10.72827575,-19.1881928836728,0.00116591287602701,0.056921035921449,0.145201967634652,"C16orf52"
2.756252,6.775477,19.1549479375901,0.00117069895916538,0.056921035921449,0.140002644668177,"SLITRK3"
-2.353336,1.360215,-19.1311758638505,0.00117413840085781,0.056921035921449,0.136278198921126,"MYRIP"
-1.565211,0.86772,-19.0683990112706,0.00118329043931898,0.056921035921449,0.126416083880672,"NHLH2"
-0.803423,0.43135,-19.0400313322409,0.00118745930357994,0.056921035921449,0.121946841639756,"CT45A8"
-4.322897,9.1545245,-19.0043991694919,0.00119272533568984,0.056921035921449,0.116321820648343,"LRRC28"
-2.804443,20.114674,-18.8724716862156,0.00121251390374984,0.056921035921449,0.0953852167581868,"C2orf49"
-1.497758,0.748879,-18.838265435753,0.00121772071283079,0.056921035921449,0.089928278639162,"NPY"
-1.168806,0.6245265,-18.7300546425974,0.00123440287382597,0.056921035921449,0.072587427303672,"RHBG"
-2.060511,1.118015,-18.7222142176268,0.00123562415576966,0.056921035921449,0.0713263696732191,"NWD2"
-2.4293995,3.31661225,-18.6598323832166,0.00124540258230804,0.056921035921449,0.0612704508791566,"HIST2H2BE"
-1.1125935,3.72750825,-18.641135967277,0.00124835465295744,0.056921035921449,0.0582488258657499,"AKAP5"
-1.177649,1.1214365,-18.3866707915605,0.00128954006094636,0.0570572362765877,0.0167629575427437,"RHOXF1"
-3.1354505,2.44504425,-18.3369710531797,0.00129780852134454,0.0570572362765877,0.00858109118397721,"FBXO6"
3.28595600000001,11.3503095,18.3219152247067,0.00130032817917232,0.0570572362765877,0.00609734577173882,"SPATA2"
-2.6999345,9.37950075,-18.3084726158698,0.00130258372708997,0.0570572362765877,0.00387769657767301,"PSD3"
2.726464,5.175258,18.2878158285133,0.00130606058255903,0.0570572362765877,0.000463091166244212,"CAVIN4"
-3.355877,5.069831,-18.2407604790229,0.00131403004381982,0.0570572362765877,-0.00733224635771634,"COL9A3"
-1.168155,1.1870095,-18.2308200225672,0.00131572241905797,0.0570572362765877,-0.00898204468826158,"PRR29"
-1.3065425,3.02889875,-18.2153852513083,0.00131835634348629,0.0570572362765877,-0.0115458242688504,"KIAA1217"
-0.928831,4.9032325,-18.2085100681255,0.00131953199375815,0.0570572362765877,-0.0126886442322469,"PDE10A"
1.487402,9.7747815,18.1996981395224,0.00132104100206649,0.0570572362765877,-0.0141541405668875,"ZNFX1"
-3.484515,3.743761,-18.194544700873,0.00132192464320579,0.0570572362765877,-0.0150115869528769,"TSLP"
-1.98832,5.66724,-18.1754382115861,0.00132520809128221,0.0570572362765877,-0.0181930844235172,"ZNF462"
-0.5811715,0.38166075,-18.1400759055151,0.00133131569872172,0.0570572362765877,-0.0240917947422368,"ABCG8"
-2.6529715,2.02055175,-18.1003252639716,0.00133822902842154,0.0570572362765877,-0.0307386751114649,"CBY3"
-0.5164395,0.37099075,-18.0280016862019,0.00135093863333803,0.0570572362765877,-0.042876315370906,"FAM19A2"
-2.7299365,3.96772625,-17.9680470186054,0.00136160484040711,0.0570572362765877,-0.0529815534981779,"IGIP"
-3.3549925,3.63257175,-17.9677377647444,0.00136166016735435,0.0570572362765877,-0.0530337800642222,"TFCP2L1"
-1.2891625,0.98569125,-17.7481431028889,0.00140176639180779,0.0570572362765877,-0.0903868124612845,"YBX2"
-0.545482,0.39303,-17.7130345273514,0.00140833349910315,0.0570572362765877,-0.0964088560767475,"ZNF474"
-2.468795,4.8100775,-17.6674968427618,0.00141691659345858,0.0570572362765877,-0.104240548257144,"RUNDC3B"
-3.8144365,3.35679675,-17.6574390292356,0.00141882232597892,0.0570572362765877,-0.105973492166205,"MAOA"
-1.99047,1.8378265,-17.5675006461443,0.00143602645801672,0.0570572362765877,-0.121521037357496,"DQX1"
-2.1800615,1.49233025,-17.5192604049939,0.00144537638082012,0.0570572362765877,-0.129898506457726,"OSMR"
0.5874375,0.61557575,17.4603437904819,0.00145691317460544,0.0570572362765877,-0.140166514686692,"NOXO1"
-3.3386155,34.14585875,-17.3234893334649,0.00148422056872111,0.0573211864643096,-0.164173650531513,"MFSD14A"
-4.712892,9.604407,-17.2950261956557,0.0014899910904328,0.0573476608855743,-0.169194314466262,"AMN1"
2.1006045,6.73085675,17.0122189072482,0.00154909606411552,0.0586114616128661,-0.219604553269407,"CROT"
-3.206294,17.6932825,-16.9983292090756,0.00155208406316996,0.0586114616128661,-0.222105268229939,"ESCO1"
2.0382605,5.44979725,16.9501099390057,0.00156252085101436,0.0586114616128661,-0.23080502418803,"CEP85L"
-0.926384,1.072464,-16.9480476795359,0.0015629694328181,0.0586114616128661,-0.231177734033337,"EDNRB"
-2.310639,4.5211535,-16.9383980359058,0.00156507084832234,0.0586114616128661,-0.232922397454131,"RGS17"
1.9359305,9.62090025,16.9329757208831,0.00156625343208499,0.0586114616128661,-0.233903258682388,"CSAG2"
0.8906135,1.97698875,16.9031155176465,0.00157278857961435,0.0586863049795256,-0.239311259065952,"ZSCAN18"
-4.8335005,10.89474075,-16.8004923718184,0.00159554575124056,0.0590015270521466,-0.257981520233302,"DUS4L"
4.4399435,8.45603325,16.7706579459287,0.00160224929019895,0.0590015270521466,-0.263433902722962,"HELZ2"
1.622728,13.816833,16.7128543382964,0.00161535142362608,0.0590015270521466,-0.274029536673191,"TRIM21"
3.8371575,17.14115925,16.6329572495588,0.00163371295097996,0.0590015270521466,-0.288744380445009,"RREB1"
-4.1697025,7.16158175,-16.629682774732,0.00163447177658996,0.0590015270521466,-0.289349175131491,"SH2D3A"
0.9654655,1.22996225,16.6122631408122,0.00163851701220165,0.0590015270521466,-0.2925688711133,"COMP"
3.4995125,10.08313275,16.5745551849547,0.00164732243613303,0.0590015270521466,-0.299551743661063,"RP2"
-3.017706,11.160404,-16.565119179848,0.00164953639474018,0.0590015270521466,-0.301301975224446,"PLAG1"
-2.7278425,1.80597025,-16.5104027742757,0.00166245800842162,0.0591241827796301,-0.311473538864747,"DMRT3"
2.3678615,3.84398425,16.501192072868,0.00166464728003898,0.0591241827796301,-0.313189560691413,"SP140L"
-2.823735,4.1313025,-16.4763991176907,0.00167056062057567,0.059206034488861,-0.31781411450109,"ELMO1"
-3.557667,3.074034,-16.4012588744455,0.00168866529869596,0.059206034488861,-0.331878471263879,"ZNF613"
2.9533235,5.49846175,16.3694167426355,0.00169642152022938,0.059206034488861,-0.337860707578372,"RAB21"
-1.1083185,0.80323825,-16.3156446229004,0.00170963468195643,0.059206034488861,-0.347993143004675,"DTX1"
4.235377,17.491819,16.2630404584764,0.0017227025393615,0.059206034488861,-0.357942367177266,"KLHL36"
1.8012675,2.87686725,16.2517172223057,0.00172553396342821,0.059206034488861,-0.36008876431746,"CNKSR3"
-4.2080215,10.78773325,-16.2045855832103,0.0017373906214783,0.059206034488861,-0.369041201038465,"EFNA1"
-4.648015,3.3465245,-16.2005098189307,0.00173842136289463,0.059206034488861,-0.369816764050114,"GALNT3"
-0.662882,1.081499,-16.1524003735066,0.0017506538249331,0.0592675362638305,-0.378988132583996,"PVALB"
2.094669,6.7628025,15.8996778487213,0.00181696024151211,0.0600801635812627,-0.427680439722563,"RAB22A"
-0.913874,0.662507,-15.8398156173484,0.00183318699003129,0.0601505196323881,-0.43934254183845,"RGS11"
-1.4004095,2.24230475,-15.7860676940267,0.00184793199893764,0.0603789401781966,-0.449855975561417,"IRX6"
-1.7617895,0.98819575,-15.781851634435,0.00184909572291834,0.0603789401781966,-0.45068237199385,"GABRA2"
-2.966569,15.2600455,-15.7373005208037,0.00186145656295313,0.0604154390480791,-0.459430155845268,"UVRAG"
-4.3586265,3.96186525,-15.7170052602383,0.00186712641467771,0.0604154390480791,-0.463424471933753,"HSD11B2"
-1.405466,1.0626775,-15.6988089979859,0.00187223071741274,0.0604154390480791,-0.467010629337027,"WIF1"
-0.4441485,1.17071975,-15.6670659971536,0.00188118254989063,0.0604634100291126,-0.473277831067791,"TLL2"
-3.6125185,5.62095475,-15.6447170615272,0.00188752161711036,0.0604634100291126,-0.477698893385107,"GAB2"
4.710602,8.995278,15.6335236608386,0.00189070791001833,0.0604697972169369,-0.479915842832524,"ENDOD1"
-1.3379715,7.35470425,-15.5093338427796,0.00192657707143694,0.0607163190167428,-0.504633155972464,"NFIB"
2.141066,5.6907355,15.379951203172,0.0019649810471433,0.0608974960037514,-0.530621512706103,"PREX1"
-1.657976,1.294969,-15.3426198670812,0.00197626363351607,0.0608974960037514,-0.538165630685379,"GFY"
-0.5121425,0.28859925,-15.3228054778923,0.00198228944759062,0.0608974960037514,-0.542178185115218,"ABCC9"
-2.2235465,5.27025775,-15.2588924127686,0.00200190475583685,0.0612869289949071,-0.555160716323231,"CASZ1"
-0.789884,0.42296,-15.2274166081936,0.00201166612237355,0.0612869289949071,-0.561576700807652,"CT45A2"
4.283625,3.893394,15.2227164022731,0.00201312955206783,0.0612869289949071,-0.562536056179186,"RUNX1T1"
2.802942,8.817312,15.2092615284809,0.00201732714072111,0.061305169876115,-0.565284150897376,"ZNF71"
-0.9091465,0.86198925,-15.1864465858866,0.00202447325224519,0.061305169876115,-0.569950208279021,"C6orf118"
4.031008,7.870877,15.1336860836553,0.00204113700239283,0.061305169876115,-0.580770704695269,"BTBD9"
-1.8805215,7.24301875,-15.071044187246,0.00206117529839387,0.061305169876115,-0.593672525471872,"TBC1D8B"
4.2345375,3.06231525,15.0700196028809,0.00206150536322367,0.061305169876115,-0.593884047084801,"COL5A2"
1.2478205,1.68177575,14.9537938252854,0.00209943877047244,0.061305169876115,-0.617982947735541,"CREB3L1"
-1.794404,1.2035695,-14.8854138153438,0.00212222022981909,0.0615535079551397,-0.63225880447424,"PLEKHN1"
1.308297,1.337661,14.7978678304332,0.00215190189567898,0.061706235457845,-0.650642685093849,"CFAP45"
-3.1128025,10.58016475,-14.7824527376066,0.00215718910693988,0.061706235457845,-0.653892212131677,"METTL15"
-3.6899825,1.84499125,-14.7601230670981,0.00216488066055395,0.061706235457845,-0.658606013089663,"B3GALNT1"
-3.745473,2.376334,-14.7366728268226,0.00217300012111299,0.061706235457845,-0.663564883728228,"GABRB1"
-1.5087395,0.86185175,-14.7017184038605,0.00218518316465661,0.0617863591738452,-0.670972720559018,"DNAJC5G"
-1.7851615,1.83012625,-14.6250302258124,0.00221225358946027,0.0621179943392832,-0.687293669059822,"AMIGO2"
-4.7762125,3.54068175,-14.4639456521211,0.00227068460511765,0.0629971911506026,-0.721886223557604,"CCDC116"
-0.620035,0.4290895,-14.4615480701822,0.00227157073548728,0.0629971911506026,-0.722404305603968,"TTLL6"
-0.625502,1.570441,-14.4337985063263,0.00228186255549208,0.0631070795988131,-0.728407476328771,"PLA2G4C"
-3.01872,5.1558695,-14.4019775908867,0.00229374591036025,0.0631352595651465,-0.735307094077347,"RCN3"
3.6775395,4.22334675,14.3513520420619,0.00231283329294553,0.0632747432644356,-0.746318734282929,"ERV3-1"
1.270154,2.781512,14.2838724654486,0.00233862703011307,0.0637220783642518,-0.761062964816844,"CD101"
1.287842,3.663931,14.2396023501726,0.00235577107657078,0.0639310796852219,-0.770777607650448,"ADAMTS15"
1.4377375,6.22437075,14.1765093588117,0.00238051386156337,0.0641378352816968,-0.784680221217935,"TBX20"
-3.088902,1.97207,-14.1763994248914,0.00238055729447705,0.0641378352816968,-0.784704504513329,"SQOR"
3.990545,12.263422,14.1348374024874,0.00239705852422065,0.0641378352816968,-0.793899967930496,"ENPP1"
-0.483721,0.2616325,-14.1164321194945,0.00240441773204747,0.0641378352816968,-0.797981553659129,"MMD2"
-0.7225205,1.34232325,-14.1128882449705,0.00240583839814331,0.0641378352816968,-0.798768118777013,"GDF9"
1.114219,1.7732555,14.0953889853776,0.00241287096089434,0.0641378352816968,-0.802655265981614,"TGM2"
-0.6221575,0.43360575,-14.046743311425,0.00243257432530516,0.0642887944031675,-0.813488866565633,"PTGER3"
-4.7750765,2.79112975,-14.0392278614296,0.00243563869139192,0.0642887944031675,-0.815166252617746,"RIPPLY3"
4.411846,7.279256,14.0140476330722,0.0024459457002171,0.0643738096029516,-0.820793441083533,"PHLDA3"
-1.3855055,3.96171925,-13.9334487301255,0.00247935593852836,0.0646195971068187,-0.83888002600865,"AQP3"
4.208073,18.061371,13.9287948843909,0.00248130478127305,0.0646195971068187,-0.839927849816024,"OSBPL3"
-2.161005,3.182823,-13.867173777314,0.0025073151751466,0.0647674784234808,-0.85383813597548,"FAM167A"
2.5247355,4.12915475,13.8651870575308,0.00250816019185028,0.0647674784234808,-0.854287738251283,"ACTRT3"
1.9174995,5.76110675,13.768624189755,0.00254972294657635,0.06550652417949,-0.876225391666005,"EEPD1"
4.7448835,21.84424525,13.7252558733188,0.00256870765839445,0.0655778698508154,-0.886132649421515,"TMEM120A"
-0.495806,0.318601,-13.7115355156671,0.00257475553043199,0.0655778698508154,-0.889274089281754,"AKR1C1"
-3.7452885,11.84395475,-13.678803429273,0.00258926542280398,0.065690065325652,-0.896782326254628,"BRWD3"
-2.8983435,2.38863525,-13.592827757193,0.0026279341337689,0.0662262850914962,-0.91659724030912,"SLC35D3"
-4.6424555,24.08111725,-13.5721180599446,0.00263737081343157,0.0662262850914962,-0.921390579525834,"MBOAT2"
1.3031825,1.08221725,13.5382307031882,0.00265291595885955,0.0663377449917749,-0.929251089256019,"ZNF280A"
0.671216,0.3591355,13.5284173125745,0.00265744189618817,0.0663377449917749,-0.931531389893943,"KLK7"
4.152356,2.220524,13.4879104298118,0.00267623992797102,0.0664107567402738,-0.940962844501606,"WDR72"
-3.211727,8.7368615,-13.4870146089211,0.00267665777848017,0.0664107567402738,-0.941171770670546,"SLC9A5"
2.28328,4.873647,13.4065849961175,0.00271455369625515,0.066775382236556,-0.959991346214965,"NUTM2D"
0.4286,0.446964,13.3583330640334,0.00273765423929136,0.0668961557038279,-0.971340480338363,"CT55"
-3.2936535,2.56442625,-13.3177224616342,0.00275731296277923,0.0670129663042802,-0.980926743940358,"TJP3"
-0.794177,3.7110895,-13.2897911395434,0.00277095019923367,0.0671830979442943,-0.987538378155238,"ZNF19"
0.717316,1.9041615,13.2267297722799,0.0028020928976774,0.067325359653627,-1.00252101126786,"VWA5A"
-1.87746,5.858131,-13.2211196038106,0.00280488744906141,0.067325359653627,-1.00385765380219,"HSD17B14"
-0.676837,0.4270345,-13.2044147320038,0.00281323194392337,0.067325359653627,-1.00784127511374,"ADPRH"
0.938677000000002,9.6432365,13.1470211254269,0.00284217099889073,0.067606706407223,-1.02156949026512,"SUOX"
-3.2841005,12.41929375,-13.13212504899,0.00284975082396047,0.067606706407223,-1.02514310297216,"TAPT1"
-2.1025355,2.14138325,-13.126427084994,0.00285265778982894,0.067606706407223,-1.02651121610753,"TTC21A"
0.6960005,0.57950925,13.1049757109369,0.00286363953234148,0.0676318385808988,-1.03166755386706,"ARHGAP25"
-0.3808885,0.19044425,-13.0943515474893,0.00286910061664255,0.0676318385808988,-1.03422468523749,"CBLC"
-2.0222295,13.81990525,-13.0933145581812,0.00286963444509716,0.0676318385808988,-1.03447439796805,"CEP192"
0.3977075,2.80065925,13.0771120169367,0.0028779936077191,0.0676712898818505,-1.03837882599919,"FAT4"
-2.2760125,5.29472775,-13.0528174873095,0.00289059234138306,0.0678223492955496,-1.04424299628411,"PAQR7"
-2.742845,6.050612,-13.0101252113938,0.00291292185954116,0.0680971166817676,-1.05457647760417,"ALPK1"
-0.427833,0.2139165,-12.9845337237863,0.00292642438305142,0.0683338657841707,-1.06078827528598,"VWA2"
-2.7179835,1.73404225,-12.962683084804,0.00293802344835155,0.0683786333527733,-1.06610247905316,"ACOXL"
-3.8879845,3.63505775,-12.9538459117293,0.00294273302195589,0.0683786333527733,-1.06825446435815,"BIK"
-1.716649,1.3927305,-12.9451668779576,0.00294736873479051,0.0683786333527733,-1.07036947519977,"SSPN"
